RespondentID,Seen_any_SW,SW_fan,Episode_1_seen,Episode_2_seen,Episode_3_seen,Episode_4_seen,Episode_5_seen,Episode_6_seen,Episode_1_rank,Episode_2_rank,Episode_3_rank,Episode_4_rank,Episode_5_rank,Episode_6_rank,han_solo,luke_skywalker,princess_leia_organa,anakin_skywalker,obi_wan_kenobi,emperor_palpatine,darth_vader,lando_calrissian,boba_fett,c-3p0,r2_d2,jar_jar_binks,padme_amidala,yoda,1st_shot,familiar_exp_universe,fan_exp_universe,fan_star_trek,gender,income,location,NaN,18-29,30-44,45-60,> 60,Response,edu_NaN,edu_less_HS,edu_HS,edu_Some_collage/AD,edu_BD,edu_GD
3290787286.0,1,1,1,1,1,1,1,1,4,5,6,3,1,2,5,5,5,4,5,2,3,1,6,4,5,6,5,5,Han,0,,0,Female,0,Pacific,0,1,0,0,0,0,0,1,0,0,0,0
3290785928.0,1,1,1,1,1,1,1,1,3,1,2,6,5,4,5,4,4,5,5,2,4,6,4,4,4,1,5,5,Han,0,,0,Male,2,Pacific,0,1,0,0,0,0,0,0,0,0,1,0
3290781544.0,1,1,1,1,1,1,1,1,5,6,3,1,4,2,5,5,4,4,4,3,4,1,3,5,4,1,1,4,Han,0,,1,Male,3,West North Central,0,0,1,0,0,0,0,0,0,0,1,0
3290781284.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290781039.0,1,1,1,1,1,0,1,1,1,5,4,6,2,3,4,4,4,4,5,1,4,4,1,4,5,4,1,4,Greedo,0,,1,Male,3,West South Central,0,0,0,0,1,0,0,0,0,0,1,0
3290779524.0,1,1,1,0,0,0,1,1,3,4,5,6,2,1,5,5,5,5,5,4,5,1,1,5,5,1,1,5,Greedo,0,,1,Female,4,West South Central,0,0,0,1,0,0,0,0,0,0,1,0
3290779140.0,1,0,1,0,1,0,1,1,2,3,4,5,6,1,4,5,5,5,,1,5,1,1,1,5,5,5,5,Han,0,,0,Female,5,Middle Atlantic,0,0,1,0,0,0,0,0,0,1,0,0
3290778828.0,1,0,1,0,0,0,1,0,1,3,4,5,2,6,4,4,4,4,4,1,1,1,1,1,4,1,1,4,I don't understand this question,0,,0,Female,5,Pacific,0,0,0,0,1,0,0,0,0,1,0,0
3290777129.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290773277.0,1,1,1,1,1,1,1,1,6,4,5,2,1,3,5,5,5,4,5,4,5,5,5,4,4,2,1,4,Greedo,1,1,1,Male,6,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0
3290767951.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290767535.0,1,0,0,0,0,0,1,1,4,3,5,6,2,1,4,4,2,5,6,6,5,6,3,3,6,6,6,,I don't understand this question,0,,0,Male,6,East North Central,0,0,0,1,0,0,0,0,0,0,0,1
3290762924.0,1,0,0,0,0,0,1,0,2,3,4,5,1,6,6,5,5,6,6,6,3,6,6,5,5,6,6,6,I don't understand this question,0,,0,Female,5,West North Central,0,0,0,1,0,0,0,0,0,1,0,0
3290760722.0,1,1,0,0,0,1,1,1,4,5,6,1,2,3,5,5,5,6,5,6,5,6,6,5,5,2,6,5,I don't understand this question,0,,1,Female,0,East North Central,0,0,0,1,0,0,0,0,0,1,0,0
3290759512.0,1,1,0,0,1,0,1,1,5,4,3,6,1,2,5,5,,,5,,5,5,,5,5,,,5,I don't understand this question,0,,1,Female,4,East South Central,0,0,0,0,1,0,0,0,0,1,0,0
3290758362.0,1,1,1,1,1,1,1,1,5,3,6,4,2,1,5,5,5,5,5,2,1,4,3,5,5,3,5,5,Han,1,0,0,Male,0,Middle Atlantic,0,1,0,0,0,0,0,0,0,1,0,0
3290757230.0,1,0,1,0,0,0,0,0,4,1,2,3,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,I don't understand this question,0,,0,Female,4,Pacific,0,1,0,0,0,0,0,0,1,0,0,0
3290756394.0,1,1,1,1,1,1,1,1,4,5,6,1,2,3,5,5,5,5,5,1,5,1,1,5,5,2,1,5,Han,0,,0,Female,4,Middle Atlantic,0,0,0,1,0,0,0,0,0,0,1,0
3290755451.0,1,1,1,1,1,1,1,1,4,5,6,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,I don't understand this question,0,,1,Female,5,West North Central,0,0,0,0,1,0,0,0,0,0,1,0
3290753390.0,1,0,1,1,1,0,1,1,5,3,4,6,2,1,5,3,1,2,4,1,4,3,2,1,1,2,6,4,Han,1,1,1,Male,2,New England,0,0,0,1,0,0,0,0,0,1,0,0
3290749764.0,1,1,1,1,1,1,1,1,4,6,3,2,5,1,5,1,4,4,5,1,5,1,1,5,5,3,4,5,Han,1,1,1,Male,6,Middle Atlantic,0,0,0,1,0,0,0,0,0,0,0,1
3290749229.0,1,0,0,0,0,0,1,0,2,3,4,5,1,6,5,5,5,5,5,6,5,6,6,5,5,6,6,5,I don't understand this question,0,,0,Male,2,East North Central,0,0,0,1,0,0,0,0,0,1,0,0
3290746853.0,1,0,0,0,0,0,1,1,3,4,5,6,1,2,5,4,,4,1,,1,5,3,4,4,3,3,1,Han,1,1,1,Female,2,South Atlantic,0,0,0,1,0,0,0,0,0,0,1,0
3290744027.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290741994.0,1,1,1,1,1,1,1,1,4,5,6,1,2,3,5,5,5,3,5,3,1,1,5,4,5,1,2,5,Greedo,1,1,1,Male,0,Mountain,0,0,1,0,0,0,0,0,0,1,0,0
3290741405.0,1,1,1,1,1,1,1,1,4,5,6,3,2,1,5,5,5,4,5,4,4,1,1,4,4,5,5,5,Greedo,0,,1,Female,3,Pacific,0,0,0,1,0,0,0,0,0,0,1,0
3290740448.0,1,1,1,1,1,1,1,1,4,5,6,1,3,2,5,5,5,5,5,2,2,1,3,4,5,2,5,5,I don't understand this question,0,,1,Female,6,Mountain,0,0,0,1,0,0,0,0,0,0,1,0
3290739967.0,1,1,1,1,1,1,1,1,2,3,4,5,6,1,5,5,5,4,5,5,4,5,5,5,5,5,5,5,Han,1,0,0,Female,0,West North Central,0,0,0,1,0,0,0,0,1,0,0,0
3290739235.0,1,0,0,0,0,0,1,1,3,4,5,6,1,2,4,4,4,6,4,6,2,6,6,4,4,1,6,4,I don't understand this question,0,,0,Female,6,South Atlantic,0,0,0,1,0,0,0,0,0,0,1,0
3290736072.0,1,1,1,1,1,1,1,1,4,6,5,3,2,1,5,5,1,5,5,1,1,5,4,5,5,3,1,5,Greedo,1,1,0,Male,6,Pacific,0,0,0,1,0,0,0,0,0,0,1,0
3290734874.0,1,1,1,1,1,1,1,1,4,5,6,1,2,3,5,5,4,4,5,1,4,3,4,4,5,3,4,5,Han,0,,0,Male,4,West South Central,0,1,0,0,0,0,0,0,0,0,1,0
3290733932.0,1,0,1,0,0,0,0,0,1,2,3,4,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,I don't understand this question,0,,0,Male,4,Pacific,0,0,0,1,0,0,0,0,0,0,1,0
3290733316.0,1,1,1,1,1,0,1,1,2,3,4,5,1,6,4,4,4,4,4,1,1,6,1,1,1,1,1,5,Han,0,,1,Female,4,East North Central,0,0,0,1,0,0,0,0,0,0,1,0
3290732383.0,1,1,1,1,1,1,1,1,6,5,4,3,1,2,5,4,4,3,5,1,4,4,4,1,4,2,1,4,Greedo,0,,0,Male,5,Mountain,0,0,1,0,0,0,0,0,1,0,0,0
3290727763.0,1,1,1,1,1,1,1,1,6,5,1,4,3,2,5,5,4,5,5,5,4,1,1,4,5,2,1,5,Han,0,,0,Male,3,East North Central,0,0,1,0,0,0,0,0,0,0,0,1
3290726075.0,1,1,1,1,1,1,1,1,4,5,6,3,1,2,5,5,5,4,5,1,3,5,3,5,5,1,4,5,Greedo,0,,1,Female,5,New England,0,0,0,0,1,0,0,0,0,1,0,0
3290719847.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290718359.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290717899.0,1,1,1,1,1,1,1,1,4,5,3,6,1,2,5,5,5,4,5,1,3,3,1,5,5,4,4,5,Greedo,0,,1,Male,6,East North Central,0,0,0,1,0,0,0,0,0,0,1,0
3290714941.0,1,0,1,1,1,1,1,1,3,2,1,6,4,5,4,4,4,5,5,3,1,1,1,4,5,4,5,5,Han,0,,0,Male,2,West South Central,0,0,1,0,0,0,0,0,1,0,0,0
3290714484.0,1,1,1,1,1,0,1,1,4,3,5,6,1,2,5,4,1,4,4,1,5,3,1,1,1,4,4,4,I don't understand this question,1,0,1,Male,3,West North Central,0,0,0,1,0,0,0,0,0,0,1,0
3290714378.0,1,1,1,1,1,1,1,1,3,4,5,1,2,6,5,5,5,5,5,1,3,1,4,5,5,1,1,5,I don't understand this question,0,,1,Female,5,Mountain,0,0,0,0,1,0,0,0,0,0,0,1
3290712204.0,1,0,1,0,0,0,1,1,3,4,5,6,1,2,5,5,5,5,5,1,5,1,1,4,4,1,1,5,Greedo,0,,0,Male,3,East North Central,0,0,0,1,0,0,0,0,1,0,0,0
3290711882.0,1,0,0,1,1,0,0,0,6,3,5,4,1,2,5,4,5,3,5,5,4,5,5,5,5,2,4,1,Han,0,,1,Female,0,South Atlantic,0,1,0,0,0,0,0,0,0,1,0,0
3290711487.0,1,0,0,0,0,0,1,1,3,4,5,6,1,2,4,4,4,4,4,6,4,6,4,4,4,4,6,4,I don't understand this question,0,,0,Male,3,East North Central,0,0,1,0,0,0,0,0,0,0,1,0
3290711262.0,1,0,1,1,1,0,0,0,1,2,3,4,5,6,3,2,2,2,2,3,4,,,2,2,,,2,I don't understand this question,1,0,0,Female,5,West North Central,0,0,0,1,0,0,0,0,0,1,0,0
3290708664.0,1,0,0,0,0,0,1,1,1,2,3,4,5,6,5,5,5,1,4,6,1,4,6,4,4,1,6,4,I don't understand this question,0,,0,Female,2,South Atlantic,0,0,0,0,1,0,0,0,0,0,1,0
3290706716.0,1,0,1,0,1,0,1,1,4,5,3,6,1,2,5,4,4,4,5,4,5,4,5,5,5,4,4,5,I don't understand this question,0,,0,Male,3,West South Central,0,0,0,0,1,0,0,0,0,0,1,0
3290706611.0,1,0,1,0,0,0,1,0,2,3,4,5,1,6,4,4,4,4,4,1,4,6,1,4,4,4,4,4,I don't understand this question,0,,0,Female,4,South Atlantic,0,1,0,0,0,0,0,0,0,0,0,1
3290703210.0,1,0,1,1,0,1,1,1,2,4,6,3,5,1,4,4,1,3,4,2,2,3,3,4,4,1,1,4,Han,0,,0,Male,4,Mountain,0,0,1,0,0,0,0,0,0,0,1,0
3290701442.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290700285.0,1,1,1,1,1,1,1,1,4,3,6,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290700214.0,1,0,1,0,0,0,0,0,1,2,3,4,5,6,6,5,5,6,5,6,5,6,6,6,6,6,6,5,I don't understand this question,0,,0,Female,4,Mountain,0,0,0,0,1,0,0,0,0,1,0,0
3290700030.0,1,1,1,0,0,1,1,1,4,5,3,2,6,1,4,5,5,4,4,3,4,1,1,4,4,4,5,5,Han,0,,1,Male,2,South Atlantic,0,0,1,0,0,0,0,0,0,1,0,0
3290699410.0,1,1,1,1,1,1,1,1,4,6,3,5,1,2,5,5,5,5,5,1,5,3,1,5,5,3,4,5,I don't understand this question,0,,0,Female,0,Pacific,0,0,0,1,0,0,0,0,0,0,1,0
3290695784.0,1,1,1,1,1,1,1,1,6,5,4,1,2,3,5,5,5,2,5,2,2,4,3,5,5,2,3,5,Greedo,0,,1,Female,3,Pacific,0,0,0,1,0,0,0,0,0,0,0,1
3290695316.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290693095.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290691758.0,1,1,1,1,1,1,1,1,1,2,3,4,5,6,6,5,5,5,5,6,5,6,5,5,5,5,5,5,I don't understand this question,1,0,0,Male,2,West South Central,0,1,0,0,0,0,0,0,0,0,0,1
3290689343.0,1,0,1,0,0,0,0,0,1,2,3,4,5,6,5,5,5,5,5,5,2,2,2,5,5,1,2,5,Greedo,0,,0,Male,5,East North Central,0,0,0,1,0,0,0,0,1,0,0,0
3290687981.0,1,1,1,1,1,1,1,1,6,5,4,2,1,3,5,4,5,3,5,3,4,1,1,5,4,6,2,1,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290687830.0,1,1,1,1,1,1,1,1,1,2,,4,5,3,5,4,1,,5,3,5,1,5,5,5,5,4,5,Han,0,,1,Male,3,Middle Atlantic,0,0,1,0,0,0,0,0,0,0,1,0
3290685885.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290684868.0,1,0,1,1,1,1,1,1,4,5,6,1,2,3,5,4,4,4,5,2,2,4,1,5,5,3,4,5,Han,0,,0,Male,5,Mountain,0,0,1,0,0,0,0,0,0,0,0,1
3290684287.0,1,1,1,1,1,1,1,1,4,5,6,1,2,3,5,5,5,5,5,4,5,1,4,5,5,4,5,5,I don't understand this question,0,,0,Female,3,East North Central,0,0,0,1,0,0,0,0,0,0,0,1
3290681574.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290678952.0,1,0,0,0,0,0,0,1,3,4,5,6,2,1,1,5,5,1,5,1,1,1,1,1,5,1,1,5,I don't understand this question,0,,0,Male,3,West South Central,0,0,1,0,0,0,0,0,0,0,0,1
3290678515.0,1,1,1,1,0,1,1,1,5,4,6,1,3,2,5,5,5,1,5,3,5,4,4,5,5,4,3,5,Han,0,,1,Female,5,East North Central,0,0,0,1,0,0,0,0,0,0,0,1
3290676695.0,1,1,0,0,0,0,1,0,4,5,3,6,1,2,4,4,5,4,4,4,5,4,4,5,5,1,6,5,I don't understand this question,1,0,0,Male,4,Mountain,0,0,0,1,0,0,0,0,0,1,0,0
3290667297.0,1,0,1,0,0,0,0,0,1,2,3,4,5,6,1,1,1,1,,,,,,,,,,,I don't understand this question,0,,0,Male,5,West North Central,0,0,0,0,1,0,0,0,0,1,0,0
3290664543.0,1,0,1,0,0,1,1,1,4,5,6,3,2,1,5,4,5,4,4,1,4,1,1,5,5,4,4,5,I don't understand this question,0,,0,Female,4,Pacific,0,1,0,0,0,0,0,0,0,1,0,0
3290664463.0,1,1,1,0,0,1,1,1,4,5,6,1,2,3,5,5,5,4,5,1,,1,1,5,5,1,4,5,Greedo,1,0,1,Male,5,East South Central,0,0,0,1,0,0,0,0,0,0,1,0
3290664069.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290662118.0,1,1,1,1,1,1,1,1,6,4,5,2,1,3,5,4,4,1,5,3,5,1,4,5,5,2,1,5,Han,1,1,0,Male,6,East North Central,0,0,1,0,0,0,0,0,0,0,0,1
3290661650.0,1,1,1,1,1,1,1,1,6,5,4,1,2,3,5,4,4,2,5,5,5,5,1,4,4,2,3,4,Han,1,0,1,Male,6,Middle Atlantic,0,1,0,0,0,0,0,0,0,0,1,0
3290661587.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290661135.0,1,1,1,1,1,1,1,1,4,6,5,2,1,3,5,5,5,4,5,3,4,4,4,4,5,3,4,5,Greedo,1,0,0,Male,5,Mountain,0,0,1,0,0,0,0,0,0,0,1,0
3290659818.0,1,1,1,1,1,1,1,1,6,5,4,3,1,2,5,4,4,3,5,4,5,4,5,4,4,2,1,5,Han,1,1,1,Male,5,East North Central,0,0,1,0,0,0,0,0,0,0,1,0
3290659314.0,1,1,0,0,0,1,1,1,4,5,6,3,1,2,5,5,5,1,5,5,5,1,1,5,5,1,1,5,I don't understand this question,0,,1,Male,2,South Atlantic,0,0,1,0,0,0,0,0,0,0,0,1
3290655784.0,1,0,0,0,0,1,1,1,4,5,6,1,2,3,4,4,4,1,4,1,4,4,1,4,4,1,1,4,I don't understand this question,0,,0,Male,3,South Atlantic,0,0,0,1,0,0,0,0,0,1,0,0
3290654597.0,1,1,1,1,1,1,1,1,4,5,6,2,1,3,5,5,5,5,5,5,5,5,5,5,5,2,4,5,Han,0,,1,Male,0,East North Central,0,0,0,1,0,0,0,0,0,0,0,1
3290651085.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290650590.0,1,1,1,1,1,1,1,1,6,5,4,3,1,2,5,5,5,3,5,2,4,3,2,5,5,2,4,5,Greedo,0,,0,Female,0,Middle Atlantic,0,1,0,0,0,0,0,0,0,0,1,0
3290644326.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290640323.0,1,0,0,0,0,1,1,1,6,4,5,3,1,2,5,5,3,6,5,6,5,4,4,3,5,2,6,5,Greedo,0,,0,Male,2,Pacific,0,0,1,0,0,0,0,0,0,0,1,0
3290638529.0,1,0,1,1,1,1,1,1,6,3,4,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Han,0,,0,Male,4,East North Central,0,0,0,1,0,0,0,0,0,0,1,0
3290634681.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290631608.0,1,0,0,1,0,0,1,1,6,1,5,3,4,2,,5,4,1,3,2,2,3,1,4,5,4,1,3,Greedo,1,0,0,Female,0,West South Central,0,0,0,1,0,1,0,0,0,0,0,0
3290630470.0,1,0,0,0,0,1,1,1,4,5,6,3,1,2,5,5,5,5,5,5,5,1,1,5,5,2,1,5,Greedo,0,,0,Female,6,East South Central,0,0,0,0,1,0,0,0,0,0,0,1
3290630282.0,1,1,1,1,1,1,1,1,1,2,3,4,5,6,5,5,5,5,5,5,2,4,4,4,4,5,4,5,Greedo,0,,0,Male,4,Mountain,0,0,0,0,1,0,0,0,0,1,0,0
3290628419.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290627850.0,1,1,1,1,1,1,1,1,4,5,6,1,2,3,5,5,5,4,5,1,5,4,1,5,5,1,1,5,Greedo,0,,1,Male,3,Pacific,0,0,0,1,0,0,0,0,0,0,1,0
3290627681.0,1,1,1,1,1,1,1,1,4,6,5,3,1,2,5,5,5,4,5,3,4,4,4,5,5,1,1,5,Han,0,,1,Male,3,East North Central,0,0,0,1,0,0,0,0,0,0,0,1
3290625814.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290624447.0,1,1,1,1,1,0,1,1,4,5,2,6,3,1,5,5,5,5,5,4,5,5,1,4,5,2,4,5,Han,1,0,1,Male,5,Pacific,0,0,0,1,0,0,0,0,0,1,0,0
3290620991.0,1,1,1,1,1,1,1,1,6,2,3,5,4,1,5,5,5,3,5,2,2,4,2,5,5,2,4,5,Greedo,0,,1,Male,4,East North Central,0,0,0,1,0,0,0,0,0,1,0,0
3290617461.0,1,1,1,1,1,1,1,1,2,3,1,4,5,6,5,5,5,5,5,5,5,4,4,4,4,4,5,5,Han,0,,1,Male,6,South Atlantic,0,0,0,1,0,0,0,0,0,0,0,1
3290611875.0,1,1,1,1,1,1,1,1,3,4,5,2,1,6,5,5,5,5,5,3,4,4,3,5,5,2,4,5,Han,1,0,1,Male,3,South Atlantic,0,0,0,1,0,0,0,0,0,0,1,0
3290611716.0,1,0,0,0,0,1,1,1,4,5,6,1,3,2,4,4,1,6,5,6,2,1,6,5,4,6,6,1,Han,0,,0,Male,3,West North Central,0,0,0,1,0,0,0,0,0,0,1,0
3290602490.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290601892.0,1,1,1,1,1,1,1,1,6,4,3,5,2,1,5,5,5,1,1,3,3,4,3,4,4,2,1,5,Han,0,,0,Male,5,New England,0,0,1,0,0,0,0,0,0,1,0,0
3290600680.0,1,1,1,0,0,1,1,1,4,5,6,1,2,3,5,5,5,4,5,2,2,4,2,5,5,2,1,5,Han,0,,1,Female,6,Middle Atlantic,0,0,0,1,0,0,0,0,0,0,1,0
3290600559.0,1,1,0,0,0,0,1,1,3,4,5,6,1,2,1,4,4,4,1,1,5,4,1,4,5,4,4,5,Han,0,,1,Female,0,South Atlantic,0,0,0,0,1,0,0,0,1,0,0,0
3290600057.0,1,1,0,0,0,0,0,1,4,5,6,2,3,1,5,4,4,4,4,6,4,1,1,1,1,3,4,5,Greedo,0,,1,Female,4,West South Central,0,0,1,0,0,0,0,0,0,0,0,1
3290598307.0,1,0,1,1,0,0,1,1,1,2,3,4,5,6,5,5,4,4,5,6,1,6,6,4,4,5,6,5,I don't understand this question,0,,0,Female,3,East South Central,0,0,0,1,0,0,0,0,0,1,0,0
3290597099.0,1,1,1,1,1,1,1,1,6,5,2,3,1,4,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Han,1,1,0,Female,3,East North Central,0,0,1,0,0,0,0,0,0,0,1,0
3290593953.0,1,1,1,1,1,1,1,1,6,5,3,2,1,4,5,5,5,1,5,1,4,5,4,4,5,3,4,4,Han,1,0,1,Male,5,Pacific,0,0,1,0,0,0,0,0,0,0,1,0
3290582716.0,1,0,0,0,0,0,1,1,3,4,5,6,1,2,3,1,4,1,5,1,3,3,3,4,5,1,,4,I don't understand this question,0,,1,Female,3,South Atlantic,0,0,0,1,0,0,0,0,0,0,0,1
3290572568.0,1,0,0,0,0,0,1,1,3,4,5,6,1,2,1,1,1,1,1,1,4,1,1,4,4,1,1,1,I don't understand this question,0,,0,Male,4,South Atlantic,0,0,0,1,0,0,0,0,1,0,0,0
3290572073.0,1,1,1,1,1,1,1,1,5,6,4,1,2,3,5,5,5,1,5,5,5,5,5,5,5,1,1,5,Han,1,0,1,Male,5,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0
3290569001.0,1,1,0,0,1,1,1,1,6,4,1,3,2,5,5,5,5,4,4,1,5,4,1,4,5,4,1,5,Han,0,,1,Male,4,Middle Atlantic,0,0,0,0,1,0,0,0,0,1,0,0
3290568339.0,1,1,1,1,1,1,1,1,5,6,4,3,1,2,5,4,4,5,5,2,1,4,3,1,4,2,4,5,Greedo,0,,1,Male,5,Pacific,0,1,0,0,0,0,0,0,0,1,0,0
3290565779.0,1,1,1,0,0,1,1,1,4,5,6,2,1,3,5,5,5,4,5,4,4,5,5,4,5,3,6,5,Greedo,0,,0,Male,5,West South Central,0,0,1,0,0,0,0,0,0,1,0,0
3290565768.0,1,1,1,1,1,1,1,1,6,5,3,1,4,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,Han,1,1,0,Male,2,New England,0,1,0,0,0,0,0,0,1,0,0,0
3290565487.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290561583.0,1,1,0,1,0,1,1,1,5,2,6,1,3,4,5,5,5,4,5,4,5,4,4,5,5,4,4,5,Han,0,,1,Male,6,Pacific,0,0,0,1,0,0,0,0,0,0,0,1
3290561192.0,1,1,1,1,0,1,1,1,4,5,6,1,2,3,5,5,5,4,5,4,4,4,3,5,5,5,4,5,Greedo,0,,1,Female,5,West South Central,0,0,1,0,0,0,0,0,0,0,1,0
3290553558.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290552963.0,1,0,1,1,1,1,1,1,6,5,4,1,2,3,5,4,4,3,5,2,4,4,3,5,5,2,4,5,Han,0,,1,Male,5,New England,0,1,0,0,0,0,0,0,0,0,1,0
3290551809.0,1,0,0,0,0,1,1,1,4,5,6,1,2,3,5,5,5,1,5,1,5,5,5,4,5,2,6,5,Han,0,,0,Male,6,Pacific,0,0,1,0,0,0,0,0,0,0,1,0
3290544865.0,1,1,1,1,1,1,1,1,5,6,3,1,2,4,5,5,5,5,5,4,5,5,5,5,5,1,5,,Han,1,0,1,Male,5,Pacific,0,0,0,1,0,0,0,0,0,1,0,0
3290544012.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290539653.0,1,1,1,1,1,1,1,1,4,5,6,1,2,3,5,4,5,4,4,3,3,4,4,5,5,5,4,5,Greedo,1,0,1,Female,2,East North Central,0,1,0,0,0,0,0,0,0,1,0,0
3290538433.0,1,1,0,0,0,1,1,1,4,5,6,1,2,3,5,4,4,6,5,6,2,4,4,5,5,1,6,5,I don't understand this question,0,,0,Female,4,New England,0,0,1,0,0,0,0,0,0,0,1,0
3290532429.0,1,1,1,1,1,1,1,1,4,6,5,1,3,2,4,5,4,3,4,6,3,6,1,4,4,4,4,5,I don't understand this question,0,,0,Male,5,Pacific,0,1,0,0,0,0,0,0,0,0,0,1
3290531735.0,1,1,1,0,0,1,1,1,4,5,6,1,2,3,5,5,5,4,5,5,5,5,5,5,5,2,6,5,Greedo,0,,1,Male,5,West South Central,0,0,0,1,0,0,0,0,0,0,0,1
3290525782.0,1,0,1,0,0,0,0,0,1,2,3,4,5,6,5,5,5,6,5,6,3,6,6,6,5,5,,5,I don't understand this question,0,,0,Female,3,South Atlantic,0,0,0,1,0,0,0,0,0,0,0,1
3290524413.0,1,0,0,0,0,0,1,1,4,2,3,5,6,1,4,1,4,4,5,4,4,5,5,4,4,2,2,3,I don't understand this question,0,,1,Male,2,East North Central,0,0,1,0,0,0,0,0,0,1,0,0
3290519884.0,1,1,1,0,0,1,1,1,6,4,5,3,2,1,5,5,5,2,4,3,4,4,4,5,5,6,1,4,Han,1,1,1,Male,0,Mountain,0,0,0,1,0,0,0,0,0,0,1,0
3290515688.0,1,1,1,1,1,0,0,0,1,2,3,4,5,6,5,5,5,5,5,6,4,6,6,5,5,6,6,5,I don't understand this question,0,,1,Female,0,Pacific,0,0,0,1,0,0,0,0,0,0,0,1
3290511533.0,1,0,1,1,1,1,1,1,3,1,2,6,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,2,Han,1,0,1,Male,0,South Atlantic,0,0,0,0,1,0,0,0,0,0,1,0
3290506830.0,1,1,1,1,1,1,1,1,6,3,5,2,4,1,5,5,5,4,4,2,4,1,3,4,4,2,4,5,Han,0,,0,Female,0,Mountain,0,0,1,0,0,0,0,0,0,0,0,1
3290506333.0,1,0,1,0,0,0,1,1,6,1,2,3,4,5,5,5,5,5,5,2,2,1,6,5,5,6,6,5,I don't understand this question,0,,0,Female,0,Pacific,0,0,0,1,0,0,0,0,0,0,1,0
